
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Do not extract anything that is not in the text.

        Examples:

        Example 1 
Werner O
1988 O
, O
p O
.196 O
) O
. O

Omdat O
Stuttgart O
en O
omgeving O
het O
voor O
de O
economie O
belangrijkste O
ge O
- O
bied O
is O
van O
Baden-Wurttemberg O
, O
lijkt O
het O
interessant O
om O
te O
kijken O
naar O
de O
uitkomsten O
van O
een O
shift O
& O
share O
analyse O
die O
Jurgen O
Friedrichs O
maakte O
van O
acht O
grote O
steden O
in O
de O
Bondsrepubliek O
Duitsland O
( O
waaronder O
Stuttgart O
) O
( O
Friedrichs O
, O
Hauszermann O
, O
Siebel O
, O
1986 O
) O
. O

Tussen O
1970 O
en O
1980 O
en O
1980 O
en O
1984 O
bekeek O
hij O
de O
werkge O
- O
legenheidsontwikkeling O
in O
de O
steden O
en O
probeerde O
te O
achterhalen O
in O
hoeverre O
de O
ontwikkelingen O
in O
de O
werkgelegenheid O
door O
een O
structuur O
- O
dan O
wel O
locatiefactor O
te O
verklaren O
zijn O
. O

De O
uitkomsten O
van O
de O
analyse O
laten O
zien O
dat O
Stuttgart O
zich O
in O
de O
periode O
van O
1970 O
- O
1980 O
niet O
veel O
beter O
ontwikkelde O
dan O
de O
andere O
steden O
, O
maar O
dat O
in O
de O
periode O
1980 O
- O
1984 O
de O
hoofdstad O
van O
Baden-Wurttemberg O
zich O
het O
best O
ontwikkelde O
qua O
arbeidsplaatsen O
van O
alle O
onder O
- O
zochte O
steden O
( O
tabel O
2.8 O
) O
. O

Tabel O
2.8 O
: O
Uitkomsten O
shift O
& O
share O
analyse O
van O
acht O
grote O
West O
- O
duitse O
steden O
( O
relatief O
( O
% O
) O
) O
voor O
de O
effecten O
van O
alle O
branches O
in O
periodes O
1970 O
- O
1980 O
en O
1980 O
- O
1984 O
. O

periode O
1970 O
- O
1980 O
totaal O
nationaal O
locatie O
structuur O
M O
u O
n O
c O
h O
e O
n O
6.85 O
Stuttgart O
- O
6.77 O
Dusseldorf O
- O
9.8 O
Frankfurt O
- O
5.26 O
Hamburg O
- O
5.75 O
Bremen O
- O
6.75 O
Saarbrucken O
- O
29.31 O
Duisburg O
- O
11.37 O
3.04 O
0.87 O
2.94 O
3.04 O
- O
9.22 O
- O
0.59 O
3.04 O
- O
15.78 O
2.94 O
3.04 O
- O
11.35 O
3.05 O
3.04 O
- O
14.40 O
5.79 O
3.04 O
- O
10.38 O
0.59 O
3.04 O
- O
30.53 O
- O
1.82 O
3.04 O
- O
14.49 O
0.08 O
periode O
1980 O
- O
1984 O
M O
u O
n O
c O
h O
e O
n O
- O
3.65 O
- O
4.36 O
- O
0.27 O
1.00 O
Stut O
tgart O
- O
3.35 O
- O
4.36 O
0.51 O
0.50 O
Dusseldorf O
- O
3.51 O
- O
4.36 O
0.28 O
0.58 O
Frankfurt O
- O
6.57 O
- O
4.36 O
- O
4.02 O
1.81 O
Hamburg O
- O
6.76 O
- O
4.36 O
- O
3.68 O
1.24 O
Br O
emen O
- O
8.08 O
- O
4.36 O
- O
4.28 O
0.55 O
. O
Saar O
brucken O
- O
6.54 O
- O
4.36 O
- O
3.49 O
1.31 O
IDuisburg O
- O
13.77 O
- O
4.36 O
- O
5.58 O
- O
3.55 O
Bron O
: O
Friedrichs O
, O
Hauszermann O
, O
Siebel O
, O
1986 O
. O
17 O
De O
structuurfactor O
ligt O
niet O
ver O
uit O
elkaar O
bij O
de O
meeste O
steden O
, O
terwijl O
de O
locatiefactor O
wel O
voor O
grote O
verschillen O
zorgt O
. O

De O
oor O
- O
zaak O
voor O
de O
goede O
ontwikkeling O
van O
onder O
andere O
Stuttgart O
moet O
echter O
voornamelijk O
gezocht O
worden O
in O
het O
ontbreken O
van O
één O
branche O
die O
voor O
een O
sterke O
achteruitgang O
zorgt O
. O

De O
" O
successteden O
" O
( O
Mun O
- O
chen O
, O
Dusseldorf O
en O
Stuttgart O
) O
kennen O
geen O
zorgenbranches O
maar O
ontwikkelen O
zich O
goed O
omdat O
men O
een O
vrij O
gedifferentieerde O
pro O
- O
duktiestructuur O
heeft O
. O

Omdat O
uit O
de O
analyse O
van O
Friedrichs O
blijkt O
dat O
de O
niet O
nader O
uitgewerkte O
1 O
oca O
t O
i O
e O
f O
ac O
t O
o O
r O
een O
belang O
- O
rijkere O
rol O
speelt O
dan O
de O
structuurfactor O
bij O
de O
ontwikkeling O
van O
arbeidsplaatsen O
in O
de O
onderzochte O
steden O
, O
lijkt O
het O
raadzaam O
om O
in O
de O
volgende O
paragraaf O
het O
produktiemilieu O
van O
de O
deelstaat O
Baden-Wurttemberg O
nader O
te O
bekijken O
. O
2.4 O
HET O
PRODUKTIEMILIEU O
VAN O
BADEN-WUERTTEMBERG O
Onder O
het O
produktiemilieu O
wordt O
het O
geheel O
van O
externe O
factoren O
in O
een O
regio O
dat O
verantwoordelijk O
is O
voor O
het O
functioneren O
van O
het O
regionale O
bedrijfsleven O
verstaan O
( O
GKPB O
2.1 O
- O
bundel O
, O
1987 O
, O
p O
.60 O
) O
. O

Hieronder O
volgt O
een O
niet O
uitputtende O
lijst O
van O
externe O
factoren O
die O
onderdeel O
kunnen O
zijn O
van O
de O
locatiefactor O
zoals O
die O
in O
de O
vorige O
paragraaf O
genoemd O
is O
. O

In O
de O
eerste O
plaats O
is O
de O
ligging O
en O
bereikbaarheid O
een O
belang O
- O
rijke O
factor O
die O
het O
produktiemilieu O
van O
een O
regio O
mede O
bepaald O
. O

Baden-Wurttemberg O
kent O
een O
goede O
bereikbaarheid O
over O
de O
weg O
; O
de O
deelstaat O
wordt O
doorsneden O
door O
de O
autosnelweg O
E4 O
die O
West O
- O
Duitsland O
met O
Zwitserland O
en O
Noord-Italie O
verbindt O
. O

Verder O
loopt O
er O
een O
belangrijke O
west-oost-v O
er O
binding O
die O
Mannheim-Karlsruhe O
via O
Stuttgart O
met O
Beieren O
verbindt O
. O

Problemen O
kent O
de O
deelstaat O
voornamelijk O
met O
het O
verkeer O
in O
en O
rond O
Stuttgart O
. O

In O
dat O
gebied O
komen O
namelijk O
veel O
files O
voor O
( O
Henckel O
& O
Grabow O
, O
1986 O
, O
p O
.204 O
) O
. O

Daarnaast O
heeft O
Baden-Wurttembergs O
grootste O
vliegveld O
een O
rela O
- O
tief O
geringe O
capaciteit O
( O
Henckel O
& O
Grabow O
, O
1986 O
, O
p O
.243 O
) O
. O

De O
deel O
- O
staat O
is O
echter O
wel O
goed O
te O
bereiken O
over O
het O
water O
( O
Rijn-Neckar O
) O
en O
per O
spoor O
( O
Noord-zuid-as O
langs O
de O
Rijn O
en O
de O
lijn O
Mannheim O
- O
Stuttgart-Munchen O
) O
. O

De O
ligging O
van O
Baden-Wurttemberg O
ten O
opzichte O
van O
de O
verder O
- O
gaande O
éénwording O
binnen O
de O
Europese O
Gemeenschap O
en O
het O
aan O
- O
sluiten O
van O
allerlei O
zuidelijke O
staten O
aan O
die O
Gemeenschap O
, O
is O
met O
de O
jaren O
alleen O
maar O
centraler O
en O
dus O
gunstiger O
geworden O
. O

Naast O
de O
ligging O
on O
verkeer O
si O
n O
f O
ras O
truc O
I O
. O
uur O
is O
de O
kennisinfra O
- O
structuur O
van O
belang O
voor O
het O
produktiemilieu O
van O
een O
regio O
. O

Niet O
alleen O
leveren O
goede O
scholingsmogelijkheden O
een O
kwalitatief O
goed O
arbeidsaanbod O
, O
tevens O
is O
de O
kans O
op O
veel O
ondezoeks O
- O
en O
ont O
- O
wikkelingswerk O
groter O
en O
ontstaan O
er O
rond O
de O
universiteit O
of O
" O
Fachhochschule O
” O
allerlei O
kleine O
innovatieve O
bedrijfjes O
door O
spin-offs O
. O

Wat O
betreft O
het O
aanbod O
van O
scholing O
zijn O
de O
zaken O
in O
Baden-Wurttemberg O
prima O
voor O
elkaar O
. O

De O
deelstaat O
wordt O
wel O
het O
" O
hochschuIreichste O
Land O
” O
van O
West-Duitsland O
genoemd O
( O
Geo O
, O
1987 O
, O
p O
.58 O
) O
, O
Baden-Wurttemberg O
kent O
maar O
liefst O
negen O
universiteiten O
waarvan O
de O
universiteiten O
van O
Heidelberg O
( O
26.700 O
studenten O
) O
, O
Tubingen O
( O
22.500 O
studenten O
) O
, O
Freiburg O
( O
22.500 O
studenten O
) O
, O
Stut O
- O
tgart O
( O
18.200 O
studenten O
) O
en O
Karlsruhe O
( O
18.200 O
studenten O
) O
de O
be O
- O
langrijkste O
zijn O
. O

Ondanks O
het O
goede O
aanbod O
aan O
universiteiten O
heeft O
Baden-Wurttemberg O
evenveel O
studenten O
per O
duizend O
inwoners O
nir O
fnnn O
° O
ndSrTPQbllek O
alS O
geheel O
binnen O
zijn O
grenzen O
( O
15 O
student O
® O
per O
1000 O
inw O
. O
; O
Statistisches O
Jahrbuch O
, O
1987 O
) O
. O
18 O
Daarnaast O
kent O
de O
deelstaat O
vele O
onderzoeks O
- O
en O
ontwikkelings O
- O
instellingen O
. O

Zo O
zijn O
er O
in O
Baden-Wurttemberg O
dertien O
instituten O
van O
het O
Max-Planck-Gesellschaft O
, O
zestien O
onderzoeksinstituten O
van O
het O
Fraunhofer-Gesel1schaft O
en O
drie O
" O
Groszforschungseinricht O
— O
ungen O
" O
namelijk O
het O
kernonderzoekscentrurn O
te O
Karlsruhe O
, O
het O
kanker O
- O
onderzoekscentrum O
te O
Heidelberg O
en O
het O
onderzoekscentrum O
lucht O
- O
en O
ruimtevaart O
in O
Stuttgart O
, O
te O
vinden O
( O
Geo O
, O
1987 O
, O
p O
. O
3 O
0 O
) O
. O

In O
hoofdstuk O
drie O
en O
vier O
zal O
nader O
op O
de O
onderzoeksinfrastructuur O
in O
Baden-Wurttemberg O
worden O
ingegaan O
. O

De O
overheidspolitiek O
speelt O
wat O
betreft O
het O
stimuleren O
van O
onder O
- O
zoek O
en O
ontwikkeling O
en O
innovatieve O
bedrijvigheid O
een O
belangrijke O
rol O
. O

Niet O
alleen O
stroomt O
vanuit O
Bonn O
veel O
geld O
naar O
Baden-Wurt O
- O
temberg O
, O
ook O
Baden-Wurttemberg O
zelf O
voert O
een O
actieve O
techno O
- O
logiepolitiek O
. O

In O
hoofdstuk O
drie O
, O
maar O
vooral O
vier O
, O
zal O
hier O
uitgebreid O
op O
worden O
teruggekomen O
. O

De O
actieve O
technologiepoltiek O
, O
die O
gericht O
is O
op O
het O
versneld O
herstructureren O
van O
de O
economie O
, O
kan O
mede O
verklaard O
worden O
uit O
het O
feit O
dat O
de O
produktiestructuur O
geen O
echte O
specialisatie O
kent O
, O
waardoor O
elitevorming O
en O
dus O
een O
politiek O
machtsblok O
dat O
ver O
- O
nieuwingen O
tegengaat O
( O
zoals O
bijvoorbeeld O
in O
het O
Ruhrgebied O
) O
, O
achterwege O
blijft O
( O
Friedrichs O
, O
Hauszermann O
, O
Siebel O
, O
1986 O
, O
p O
.31 O
) O
. O

Een O
andere O
factor O
die O
het O
produktiemilieu O
van O
een O
regio O
beïn O
- O
vloedt O
is O
het O
leefklimaat O
. O

Baden-Wurttemberg O
kent O
een O
prettig O
leefklimaat O
omdat O
het O
dichtbij O
allerlei O
vakantie O
- O
en O
recreatie O
- O
gebieden O
, O
zoals O
het O
Zwarte O
Woud O
, O
het O
Bodenmeer O
en O
de O
Alpen O
, O
ligt O
. O

Tenslotte O
kan O
het O
in O
het O
eerste O
hoofdstuk O
genoemde O
arbeidsethos O
in O
Baden-Wurttemberg O
nog O
als O
produktiemilieufactor O
genoemd O
worden O
. O

Als O
men O
de O
bovengenoemde O
factoren O
op O
een O
rij O
zet O
dan O
blijkt O
dat O
het O
produktiemilieu O
van O
de O
deelstaat O
Baden-Wurttemberg O
veel O
po O
- O
sitieve O
elementen O
bevat O
die O
gunstig O
zijn O
voor O
het O
regionale O
be O
- O
drijfsleven O
. O
2.5 O
CONCLUSIE O
Wanneer O
de O
drie O
elementen O
die O
het O
economisch O
profiel O
van O
Baden O
- O
Wurttemberg O
schetsen O
worden O
bekeken O
dan O
komt O
een O
positief O
beeld O
naar O
voren O
. O

De O
ontwikkeling O
op O
de O
arbeidsmarkt O
laat O
zien O
dat O
Baden-Wurttemberg O
ten O
opzichte O
van O
de O
rest O
van O
West-Duitsland O
weinig O
werkloosheid O
kent O
en O
een O
relatief O
gunstige O
ontwikkeling O
doormaakt O
als O
heL O
gaat O
om O
het O
aantal O
arbeidsplaatsen O
. O

Binnen O
de O
deelstaat O
valt O
voor O
- O
al O
de O
relatief O
gunstige O
positie O
van O
de O
regio O
Stuttgart O
op O
. O

Uit O
de O
beschouwingen O
over O
de O
produktiestructuur O
blijkt O
dat O
Baden O
- O
Wurttemberg O
relatief O
sterk O
geïdustrialiseerd O
is O
en O
een O
gedif O
- O
ferentieerde O
produktiestructuur O
kent O
waarin O
enkele O
grote O
bedrijven O
en O
vele O
midden O
- O
en O
kleinbedrijven O
naast O
elkaar O
bestaan O
. O

De O
regio O
Stuttgart O
komt O
als O
het O
meest O
geïndustrialiseerd O
naar O
voren O
. O

Het O
produktiemilieu O
kent O
vele O
positieve O
elementen O
. O

De O
technologie O
- O
politiek O
springt O
echter O
in O
het O
oog O
. O

Hoe O
deze O
politiek O
er O
precies O
uitziet O
zal O
in O
hoofdstuk O
vier O
behandeld O
worden O
. O

In O
het O
eerst O
- O
volgende O
hoofdstuk O
volgt O
eerst O
een O
beschrijving O
van O
het O
innovatieve O
profiel O
van O
Baden-Wurttemberg O
. O
19 O
HOOFDSTUK O
3 O
INNOVATIEF O
PROFIEL O
BADEN-WUERTTEMBERG O
3.1 O
INLEIDING O
In O
dit O
hoofdstuk O
wordt O
gekeken O
naar O
de O
innovativiteit O
van O
het O
Baden-Wurttembergse O
bedrijfsleven O
. O

De O
aandacht O
die O
het O
gebruik O
van O
technologische O
vernieuwingen O
in O
de O
economie O
van O
Baden O
- O
Wurttemberg O
krijgt O
, O
laat O
zich O
verklaren O
door O
drie O
redenen O
. O

In O
de O
eerste O
plaats O
wordt O
er O
in O
de O
innovatie-literatuur O
een O
positief O
verband O
verondersteld O
tussen O
economische O
groei O
in O
een O
regio O
en O
de O
innovativiteit O
van O
het O
bedrijfsleven O
in O
die O
regio O
. O

Dit O
verband O
wordt O
in O
dit O
hoofdstuk O
nader O
onderzocht O
, O
en O
kan O
gezien O
worden O
als O
een O
verklaringsfactor O
voor O
het O
" O
Sud O
- O
Nord-Gefalle O
" O
. O

Immers O
de O
regio O
die O
het O
snelst O
bepaalde O
techno O
- O
logische O
innovaties O
weet O
te O
gebruiken O
zal O
volgens O
de O
Lange-Golf O
- O
Theorie O
van O
Kondratieff O
ook O
de O
sterkste O
economische O
groei O
door O
- O
maken O
. O

In O
de O
tweede O
plaats O
blijkt O
uit O
verschil O
lende O
shift O
& O
sharc O
ana O
- O
lyses O
die O
proberen O
het O
" O
Sud-Nord-Gefalle O
" O
in O
de O
ontwikkeling O
van O
de O
hoeveelheid O
arbeidsplaatsen O
te O
verklaren O
, O
dat O
de O
verschillen O
tussen O
de O
branche-structuren O
van O
de O
regio O
’ O
s O
van O
weinig O
ver O
- O
klarende O
waarde O
zijn O
. O

De O
locatiefactoren O
verschillen O
wel O
per O
regio O
( O
pr O
od O
uk O
t O
iemi O
1 O
ieu O
) O
, O
maar O
tevens O
zijn O
er O
belangrijke O
intra O
- O
branche O
verschillen O
die O
de O
verschuiving O
van O
het O
economisch O
zwaartepunt O
verklaren O
. O

De O
toepassing O
van O
technologische O
ver O
- O
nieuwingen O
is O
zo O
’ O
n O
factor O
die O
binnen O
de O
branches O
per O
regio O
van O
belangrijke O
betekenis O
kan O
zijn O
ten O
aanzien O
van O
het O
verklaren O
van O
verschillen O
in O
economische O
groei O
. O

Een O
laatste O
factor O
die O
een O
nadere O
bestudering O
van O
de O
innovati O
- O
viteit O
van O
het O
bedrijfsleven O
in O
Baden-Wurttemberg O
rechtvaardigt O
, O
is O
de O
belangrijke O
rol O
die O
de O
technologiepolitiek O
in O
het O
produktie O
— O
milieu O
van O
deze O
deelstaat O
speelt O
( O
zie O
vorige O
hoofdstuk O
) O
. O

Door O
de O
innovativiteit O
van O
het O
Baden-Wurttembergse O
bedrijfsleven O
met O
die O
van O
de O
Bondsrepubliek O
te O
vergelijken O
kan O
gekeken O
worden O
of O
bovengenoemde O
politiek O
effect O
heeft O
gehad O
. O

Nadat O
een O
aantal O
indicatoren O
in O
dit O
hoofdstuk O
iets O
heeft O
aan O
- O
gegeven O
over O
de O
innovativiteit O
van O
de O
produktiestructuur O
in O
Baden O
- O
Wurttemberg O
, O
komt O
tevens O
een O
aantal O
, O
indicatoren O
aan O
bod O
die O
de O
innovativiteit O
van O
het O
produktiemilieu O
moet O
beschrijven O
. O

Omdat O
de O
technologiepolitiek O
nogal O
een O
belangrijke O
factor O
is O
in O
het O
innovatieve O
produktiemilieu O
van O
Baden-Wurttemberg O
, O
zal O
daarop O
in O
een O
apart O
hoofdstuk O
( O
hoofdstuk O
vier O
) O
uitgebreid O
worden O
in O
- O
gegaan O
. O

De O
indicatoren O
zullen O
zoveel O
mogelijk O
in O
vergelijking O
met O
de O
Bonds O
- O
republiek O
worden O
beschreven O
. O

Tevens O
wordt O
waar O
mogelijk O
bekeken O
in O
hoeverre O
indicatoren O
op O
intra-regionaal O
niveau O
verschillend O
naar O
voren O
komen O
. O

Tenslotte O
zal O
in O
de O
conclusie O
getracht O
worden O
om O
een O
innovatie O
— O
profiel O
( O
de O
sterke O
en O
zwakke O
punten O
van O
de O
regio O
om O
tot O
techno O
- O
logische O
vernieuwing O
te O
komen O
) O
van O
Baden-Wurttemberg O
te O
geven O
. O

Voordat O
echter O
op O
de O
Duitse O
situatie O
zal O
worden O
ingegaan O
komt O
nu O
eerst O
in O
het O
kort O
naar O
voren O
welke O
indicatoren O
er O
ten O
aan O
- O
zien O
van O
de O
innovativiteit O
van O
de O
produktiestructuur O
en O
het O
produktiemilieu O
in O
Nederland O
zijn O
gebruikt O
en O
in O
hoeverre O
deze O
kunnen O
worden O
gebruikt O
voor O
de O
WestduiLse O
situatie O
. O
20 O
3.2 O
1NN0VATIE-INDICAT0REN O
Uit O
allerlei O
Nederlandse O
literatuurbronnen O
komen O
een O
aantal O
indicatoren O
naar O
voren O
die O
iets O
zeggen O
over O
de O
innovativiteit O
van O
het O
bedrijfsleven O
in O
een O
regio O
( O
Kleinknecht O
, O
1987 O
; O
De O
Smidt O
& O
Wever O
, O
1987 O
; O
Nederlands O
Economisch O
Instituut O
, O
1984 O
) O
. O

In O
de O
eerste O
plaats O
zijn O
er O
aan O
aantal O
indicatoren O
die O
aangeven O
of O
de O
produktiestructuur O
van O
een O
regio O
innovatief O
is O
. O

Enerzijds O
kan O
daarbij O
worden O
gekeken O
naar O
het O
voorkomen O
van O
kansrijke O
acti O
- O
viteiten O
in O
vergelijking O
met O
het O
landelijk O
gemiddelde O
. O

Anderzijds O
kan O
er O
ook O
gekeken O
worden O
naar O
de O
regionale O
spreiding O
van O
be O
- O
staande O
bedrijven O
( O
dat O
zijn O
dus O
niet O
per O
se O
moderne O
branches O
) O
die O
zich O
met O
innovaties O
bezig O
houden O
. O

In O
hoeverre O
deze O
bedrijven O
innovaties O
gebruiken O
kan O
aan O
de O
hand O
van O
verschillende O
indica O
- O
toren O
worden O
gemeten O
. O

Zo O
kan O
er O
gekeken O
worden O
naar O
de O
deel O
- O
neming O
aan O
bepaalde O
innovatiepojecten O
of O
overheidsstimulerings O
- O
maatregelen O
. O

Verder O
kan O
nagegaan O
worden O
of O
bedrijven O
octrooien O
of O
licenties O
aanvragen O
. O

Tenslotte O
kan O
bekeken O
worden O
in O
welke O
mate O
er O
onderzoeks O
- O
en O
ontwikkelingswerkzaamheden O
verricht O
worden O
, O
binnen O
of O
in O
opdracht O
van O
bedrijven O
. O

Naast O
de O
produktiestructuur O
, O
die O
aangeeft O
welke O
innovatiekracht O
een O
regio O
bezit O
, O
kan O
er O
gekeken O
worden O
in O
hoeverre O
het O
produktie O
- O
milieu O
van O
een O
regio O
op O
innovatieve O
bedrijvigheid O
is O
gericht O
zo O
- O
dat O
gezien O
kan O
worden O
welke O
vestigings O
- O
en O
groeikansen O
innova O
- O
tieve O
activiteiten O
hebben O
( O
Nederlands O
Economisch O
Instituut O
, O
1984 O
, O
p O
.31 O
) O
. O

Een O
groot O
aantal O
indicatoren O
zegt O
iets O
over O
de O
innovativiteit O
van O
het O
prod O
uk O
tiemi O
1 O
ieu O
. O

Zo O
zijn O
een O
hoog O
op O
- O
geleide O
beroepsbevolking O
, O
de O
aanwezigheid O
van O
kenniscentra O
, O
een O
goede O
bereikbaarheid O
, O
agglomeratievoordelen O
, O
voldoende O
en O
goede O
bedrijfsruimte O
, O
een O
aantrekkelijk O
woon O
milieu O
en O
een O
institutioneel O
- O
en O
beleidskader O
van O
invloed O
op O
het O
produktiemilieu O
. O

In O
de O
volgende O
paragrafen O
zal O
getracht O
worden O
om O
bovenstaande O
indicatoren O
zoveel O
mogelijk O
in O
te O
vullen O
in O
de O
situatie O
van O
Baden-Wurttemberg O
in O
vergelijking O
tot O
de O
Bondsrepubliek O
Duits O
- O
land O
. O

Aangezien O
er O
maar O
weinig O
data O
in O
West-Duitsland O
voor O
handen O
zijn O
die O
ingaan O
op O
regionale O
innovativi O
tei O
tsverschi O
Hen O
( O
Krist O
, O
1985a O
, O
p O
.179 O
) O
, O
en O
de O
onderzoeken O
die O
er O
zijn O
met O
ver O
- O
schillende O
vergel O
ijkingsregio O
’ O
s O
werken O
, O
is O
het O
niet O
mogelijk O
om O
alle O
bovenbeschreven O
indicatoren O
met O
een O
zelfde O
vergelijkings O
- O
regio O
en O
- O
tijdstip O
, O
te O
behandelen O
. O

Aan O
de O
andere O
kant O
komen O
in O
de O
Duitse O
onderzoeken O
weer O
andere O
innovativiteitsindicatoren O
naar O
voren O
die O
als O
aanvulling O
kunnen O
worden O
gebruikt O
. O
3.3 O
DE O
INNOVATIVITEIT O
VAN O
DE O
PRODUKTIESTRUCTUUR O
Zoals O
in O
de O
inleiding O
van O
dit O
hoofdstuk O
reeds O
is O
vermeld O
, O
blijkt O
uit O
verschillende O
shift O
& O
share O
analyses O
die O
in O
allerlei O
lite O
- O
ratuurbronnen O
naar O
voren O
komen O
( O
Grabow O
& O
Henckel O
, O
1986 O
; O
Jung O
, O
1984 O
; O
Jung O
, O
1986 O
; O
Korber-Weik O
& O
Wied-Nebbeling O
, O
1986 O
; O
Muller O
, O
1983 O
) O
, O
dat O
de O
regionale O
verschillen O
in O
de O
ontwikkeling O
van O
de O
arbeidsplaatsen O
in O
de O
Bondsrepubliek O
slechts O
beperkt O
door O
de O
structuurfactor O
kunnen O
worden O
verklaard O
. O

De O
verklaring O
moet O
echter O
eerder O
in O
de O
verschillen O
in O
locatiefactoren O
( O
paragraaf O
3.4 O
behandelt O
deze O
verschillen O
) O
en O
in O
verschillen O
binnen O
de O
branches O
in O
de O
verschi11ende O
regio O
’ O
s O
, O
gezocht O
worden O
. O

Deze O
intra-branche O
verschillen O
kunnen O
in O
drie O
groepen O
worden O
in O
- O
gedeeld O
. O
21 O
In O
de O
eerste O
plaats O
zijn O
er O
verschillen O
in O
bedrijfsstructuur O
tussen O
de O
noordelijke O
en O
zuidelijke O
deelstaten O
( O
waaronder O
Baden O
- O
Württemberg O
) O
. O

Dit O
is O
te O
zien O
als O
men O
de O
verschillen O
in O
beroeps O
- O
kwalificatie O
bekijkt O
( O
tabel O
3.1 O
) O
. O

Tabel O
3.1 O
: O
Aantal O
werknemers O
in O
enkele O
deelstaten O
zonder O
/ O
met O
middelbare O
/ O
met O
hogere O
beroepsopleiding O
per O
100 O
werk O
- O
nemers O
in O
concentratiege O
tallen O
( O
Bondsrepu O
b O
1 O
iek O
= O
1 O
00 O
) O
in O
1984 O
/ O
1985 O
. O

zonder O
middelbare O
hogere O
beroepsopleiding O
Sleeswijk-Holstein O
99 O
103 O
72 O
Nedersaksen O
100 O
102 O
81 O
Noordrijn-Westfalen O
99 O
101 O
98 O
Baden-Wurttemberg O
104 O
97 O
102 O
Beieren O
101 O
100 O
98 O
Bondsrepubliek O
100 O
100 O
100 O
Bron O
: O
Informationen O
zur O
Raumentwicklung O
, O
1986 O
. O

Daaruit O
blijkt O
dat O
Baden-Wurttemberg O
naast O
een O
oververtegen O
- O
woordiging O
van O
ongeschoolden O
in O
de O
beroepsbevolking O
, O
ook O
een O
oververtegenwoordiging O
kent O
van O
hooggeschool O
den O
, O
terwijl O
de O
noordelijke O
deelstaten O
relatief O
meer O
werknemers O
met O
een O
middel O
- O
bare O
beroepsopleiding O
in O
hun O
beroepsbevolking O
herbergen O
. O

Deze O
gegevens O
indiceren O
dat O
in O
Baden-Wurttemberg O
relatief O
veel O
be O
- O
langrijke O
bedrijfsfuncties O
zijn O
vertegenwoordigd O
binnen O
de O
indu O
- O
strie O
, O
zoals O
onderzoeks O
- O
en O
ontwikkelingswerk O
, O
planning O
, O
management O
etc O
. O
, O
terwijl O
in O
de O
noordelijke O
deelstaten O
de O
pro O
- O
duktie O
binnen O
de O
industrie O
een O
belangrijke O
rol O
vervult O
( O
Jung O
, O
1986 O
, O
p O
.867 O
) O
. O

Deze O
produktie-eenheden O
staan O
over O
het O
algemeen O
aan O
een O
grotere O
( O
internationale O
) O
concurrentie O
bloot O
zodat O
het O
aantal O
arbeidsplaatsen O
in O
de O
noordelijke O
deelstaten O
eerder O
terug O
- O
loopt O
dan O
in O
Baden-Wurttemberg O
. O

In O
de O
tweede O
plaats O
komen O
de O
verschillen O
binnen O
de O
branches O
tussen O
verschillende O
regio's O
duidelijk O
naar O
voren O
als O
men O
kijkt O
naar O
de O
vertegenwoordiging O
van O
high-tech O
sectoren O
in O
de O
deel O
- O
staten O
. O

Deze O
sectoren O
komen O
binnen O
de O
grove O
branche-indeling O
niet O
naar O
voren O
, O
maar O
blijken O
bij O
het O
uitsplitsen O
van O
de O
branches O
in O
kleinere O
groepen O
wel O
duidelijk O
aanwezig O
te O
zijn O
( O
Jung O
, O
1986 O
) O
. O

Naar O
de O
aanwezigheid O
van O
technologie-inLensieve O
bedrijfstakken O
zijn O
twee O
onderzoeken O
uitgevoerd O
die O
beiden O
laten O
zien O
dat O
deze O
takken O
in O
Baden-Württemberg O
ten O
opzichte O
van O
de O
rest O
van O
West O
- O
Duitsland O
zijn O
oververtegenwoordigd O
( O
tabel O
3.2 O
) O
. O

Omdat O
de O
cijfers O
van O
de O
noordelijke O
