
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Only extract entities that are in the text. Follow the annotation rules.
        
        Annotation rules:

- O
r O
? O

8 O
- O
pnr O
.4 O
. O

De O
technologische O
markt O
. O

Deze O
bestaat O
uit O
aan O
de O
ene O
kant O
machines O
en O
procédé O
’ O
s O
, O
die O
gebruikt O
worden O
. O

Aan O
de O
andere O
kant O
staan O
uitvinders O
en O
ver O
- O
kopers O
van O
machines O
( O
resp O
. O
fabrikanten O
) O
en O
technische O
kennis O
( O
ideeën O
) O
. O

Het O
onderscheid O
tussen O
feitelijk O
en O
potentieel O
is O
m.i O
. O
bruikbaar O
. O

Men O
kan O
machines O
of O
procédé's O
( O
octrooien O
en O
licenties O
) O
kopen O
of O
laten O
ontwikkelen O
. O

Iemand O
die O
een O
machine O
koopt O
, O
koopt O
be O
- O
halve O
materie O
technische O
kennis O
. O

Het O
verwerven O
van O
technische O
kennis O
door O
het O
in O
dienst O
nemen O
van O
mensen O
, O
wordt O
meer O
tot O
de O
arbeidsmarkt O
gerekend O
. O

Het O
kopen O
van O
machines O
kan O
gebeuren O
via O
vertegenwoordigers O
, O
\ O
jaarbeurzen O
e.d O
. O

Voor O
de O
machine-fabrikant O
is O
de O
technologische O
markt O
een O
deel O
van O
de O
producterunarkt O
. O

De O
handel O
in O
patenten O
en O
licenties O
is O
onoverzichtelijk O
. O

Overeenkomsten O
komen O
vaak O
door O
directe O
contacten O
tussen O
bedrijven O
tot O
stand O
. O

Ook O
' O
de O
technologische O
markt O
is O
ruimtelijk O
: O
machines O
, O
machine O
- O
fabrieken O
enz O
. O
zijn O
gelokaliseerd O
. O

Er O
zijn O
schalen O
aan'te O
brengen O
; O
m.i O
. O
zijn O
de O
schalen O
de O
regio O
en O
de O
grotere O
ruimte O
- O
lijke O
eenheden O
. O

Door O
op O
de O
trap O
van O
de O
techniek O
te O
letten O
en O
door O
machines O
en O
procédé O
’ O
s O
een O
waarde O
toe O
te O
kennen O
zou O
men O
niveau O
’ O
s O
kunnen O
onderscheiden O
. O

Ook O
hier O
is O
een O
indeling O
in O
deelmarkten O
mogelijk O
, O
b.v O
. O
voedsel O
- O
en O
petro-chemische O
tech O
- O
nologische O
markt O
. O

Natuurlijk O
verandert O
er O
op O
deze O
markt O
zeer O
veel O
. O

In O
de O
tijd O
én O
in O
de O
ruimte O
kan O
er O
tussen O
de O
gebruikte O
en O
de O
mogelijke O
technologie O
een O
groot O
verschil O
ontstaan O
. O

Daarvan O
is O
de O
" O
tech O
- O
nological O
gap O
” O
( O
op O
een O
aantal O
deelmarkten O
! O
) O

tussen O
de O
USA O
en O
West-Europa O
een O
voorbeeld O

. O

- O
29 O
- O
par O
. O
5 O
. O

De O
arbeidsmarkt O
. O

Voor O
dit O
onderwerp O
wil O
ik O
voornamelijk O
verwijzen O
naar O
het O
artikel O
van O
Davelaar O
, O
Slagter O
en O
De O
Smidt O
.1 O
) O
Aan O
de O
arbeidsmarkt O
zitten O
ruimtelijke O
kanten O
: O
arbeidsplaat O
- O
sen O
( O
functies O
) O
en O
functievervullers O
zijn O
gelokaliseerd O
. O

Er O
zijn O
m O
. O
i O
. O
niveau's O
te O
onderscheiden O
die O
samen O
kunnen O
hangen O
met O
die O
schalen O
, O
die O
men O
kan O
constateren O
. O

Een O
lokale O
, O
resp O
. O

( O
stads O
) O
ge O
- O
westelijke O
of O
regionale O
arbeidsmarkt O
is O
voor O
een O
aantal O
be O
- O
roepen O
zoals O
ongeschoold O
werknemer O
een O
vrijwel O
gesloten O
sys O
- O
teem O
. O

De O
hoog O
gekwalificeerde O
kan O
in O
een O
veel O
groter O
gebied O
werkzoekende O
zijn O
. O

Voor O
allerlei O
specialisten O
is O
er O
zelfs O
een O
internationale O
markt O
. O

Eventueel O
kan O
men O
ook O
yan O
deelmarkten O
^ O
) O
spreken O
. O
x O
Er O
zijn O
zeer O
veel O
factoren O
, O
die O
de O
arbeidsmarkt O
bepalen O
. O

Aan O
de O
ene O
kant O
staat O
de O
werkgelegenheid O
, O
die O
a.h O
. O
w O
. O
het O
saldo O
is O
van O
vestiging O
, O
verplaatsing O
, O
opheffing O
, O
uitbreiding O
en O
inkrim O
- O
ping O
van O
bedrijven O
. O

Aan O
de O
andere O
kant O
vindt O
men O
werknemers O
en O
vzerkgevers O
: O
feitelijke O
, O
potentiële O
en O
latente O
. O
' O
De O
omvang O
van O
de O
groep O
" O
werkers O
" O
wordt O
o O
. O
a O
. O
bepaald O
door O
migratie O
, O
foren O
- O
sisme O
en O
participatiemobiliteit O
- O
) O
. O

De O
kwalitatieve O
kant O
van O
de O
arbeidsmarkt O
wordt O
gevormd O
door O
mate O
en O
aard O
van O
scholing O
( O
al O
dan O
niet O
formeel O
) O
en O
verder O
o.a O
. O

( O
werk O
) O
mentaliteit O
. O

Werkgelegenheidsstructuur O
. O

Een O
beschrijving O
van O
de O
aantallen O
mensen O
, O
eventueel O
onderschei O
- O
den O
naar O
geslacht O
, O
plaats O
binnen O
het O
bedrijf O
e.d O
. O
, O
in O
de O
be O
- O
drijf O
sklassen O
en O
- O
groepen O
binnen O
een O
ruimtelijke O
eenheid O
, O
noemt O
1 O
2 O
3 O
4 O
1 O
) O
zie O
ook O
pag O
.24 O
. O
2 O
) O
Davelaar O
c.s O
. O
, O
o.c O
. O
pag O
.13 O
, O
definiëren O
deelmarkt O
als O
" O
een O
deel O
van O
de O
arbeidsmarkt O
waar O
vraag O
en O
aanbod O
van O
arbeids O
- O
krachten O
in O
kwalitatieve O
zin O
en O
binnen O
een O
bepaald O
ruimte O
- O
lijk O
kader O
op O
elkaar O
- O
zijn O
afgestemd O
" O
. O
3 O
) O
latent O
= O
potcntieel O
~ O
feitelijk O
. O
4 O
) O
partieipatiemobiliteit O
is O
het O
deel O
gaan O
nemen O
aan O
de O
pro O
- O
ductie O
van O
mensen O
die O
al O
zouden O
hebben O
kunnen O
werken O
, O
en O
het O
tegengestelde O

. O

- O
30 O
- O
cle O
werkgelegenheidsstructuur O
. O

Wanneer O
men O
die O
op O
twee O
of O
meer O
tijdstippen O
met O
elkaar O
vergelijkt O
, O
dan O
zal O
men O
" O
bepaalde O
ver O
- O
anderingen O
kunnen O
constateren O
. O

Deze O
veranderingen O
zijn O
een O
saldo O
van O
groei O
en O
afname O
van O
bedrijven O
en O
van O
vestiging O
, O
op O
- O
heffing O
en O
vertrek O
. O

De O
werkgelegenheid O
kan O
men O
binnen O
een O
wijk O
, O
gemeente O
, O
openbaar O
lichaam O
, O
e.g.g O
. O
, O
G O
. O

A O
. O

B O
. O

- O
gebied O
, O
provincie O
, O
landsdeel O
of O
land O
bekijken O
? O

^ O
Kiest O
men O
zijn O
ruimtelijke O
een O
- O
heid O
klein O
( O
wijk O
) O
en O
. O
bekijkt O
men O
de O
werkgelegenheid O
per O
bedrijfs O
- O
( O
sub O
) O
groep O
door O
bedrijfstellingen O
te O
raadplegen O
, O
dan O
benadert O
men O
" O
van O
boven O
af O
" O
wat O
iemand O
• O
; O
vanuit O
het O
individuele O
be O
- O
drijf O
door O
enquête O
" O
van O
onder O
af O
" O
waarneemt O
. O

De O
laatste O
methode O
is O
nauwkeuriger O
en O
biedt O
de O
mogelijkheid O
tot O
diepgaander O
onder O
- O
zoek O
. O

Helaas O
is O
de O
enquête O
een O
tijdrovend O
en O
dus O
kostbaar O
kar O
- O
wei O
. O

Onderzoekt O
men O
de O
hele O
werkgelegenheid O
van O
een O
gekozen O
gebied O
dan O
onderzoek O
men O
de O
functionele O
structuur O
. O

Eén O
stap O
verder O
en O
men O
onderzoekt O
bovendien O
hoe O
het O
niet-werkend O
deel O
van O
de O
bevolking O
bestaat O
: O
de O
bestaansstructuur O
. O

nar O
. O
6 O
. O

De O
grond O
- O
en O
hulpstoffenmarkt O
♦ O
. O

Over O
de O
grond O
- O
en O
hulpstoffenmarkt O
vallen O
voor O
een O
groot O
deel O
dezelfde O
opmerkingen O
te O
maken O
als O
bij O
de O
productenmarkt O
. O

De O
aanbod O
kant O
is O
echter O
de O
primaire O
sector O
en O
soms O
direct O
het O
fysisch O
milieu O
( O
m.n O
. O
voor O
lucht O
, O
vaak O
ook O
voor O
water O
) O
. O

De O
aan O
- O
bod O
zijde O
is O
in O
hoge O
mate O
plaatsgebonden O
. O
1 O
) O
Bij O
deze O
opsomming O
- O
is O
vooral O
aan O
Nederland O
gedacht O
. O

Een O
probleem O
van O
de O
administratieve O
indelingen O
in O
Nederland O
is O
dat O
ze O
niet O
steeds O
samenvallen O
. O

De O
indelingen O
hebben O
trouwens O
vaak O
weinig O
of O
geen O
relevatie O
voor O
het O
betrokken O
verschijnsel O

. O

- O
31 O
- O
pnr O
.7 O
. O
De O
energiemarkt O
. O

Produceren O
vraagt O
energie O
. O

Ook O
huishoudens O
, O
vervoer O
e.d O
. O
ge O
- O
bruiken O
energie O
maar O
die O
blijven O
nu O
buiten O
beschouwing O
hoewel O
ze O
deeluitmaken O
van O
de O
energiemarkt O
. O

Ook O
op O
deze O
markt O
kan O
men O
- O
producenten O
en O
consumenten O
onderscheiden O
. O

Zij O
kunnen O
feitelijke O
en O
potentiële O
vervaardigers O
en O
verbruikers O
zijn O
. O

Vele O
bedrijven O
produceren O
zelf O
gedeeltelijk O
hun O
energiek O
^ O
De O
rest O
kopen O
ze O
van O
( O
energieproductiebedrijven O
. O

Deze O
zijn O
heel O
vaak O
in O
handen O
van O
de O
overheid O
. O

In O
federland O
zijn O
het O
soms O
wel O
n.v O
. O
’ O
s O
maar O
het O
aandelenkapitaal O
is O
dan O
in O
handen O
van O
rijk O
, O
provincie O
of O
ge O
- O
meente O
. O

Voor O
de O
producenten O
is O
de O
energiemarkt O
de O
producten O
- O
( O
afzetJmarkt O
. O

Men O
kent O
primaire O
en O
secundaire O
energie O
. O

In O
de O
EEG O
werd O
in O
1967 O
80 O
^ O
van O
de O
primaire O
energie O
in O
secundaire O
omgezet O
.2 O
) O
üe O
bedrijven O
die O
de O
omzetting O
verzorgen O
zijn O
afhankelijk O
van O
hun O
plaats O
op O
de O
grondstoffen O
- O
en O
vervoersmarkt O
. O

Daardoor O
wordt O
hun O
locatie O
wat O
meer O
bepaald O
door O
de O
ligging O
van O
de O
grondstof O
- O
fen O
al O
is O
in O
vele O
gevallen O
geen O
sprake O
van O
een O
grondstoffen O
- O
locatie O
. O

De O
energie O
die O
geleverd O
wordt O
( O
m.n O
. O
electriciteit O
en O
motorbrandstoffen O
) O
, O
heeft O
. O
’ O
de O
industrie O
erg O
vrij O
gemaakt O
bij O
de O
vestigingsplaatskeuze O
, O
ook O
al O
omdat O
de O
prijs O
van O
energie O
in O
grote O
gebieden O
hetzelfde O
is O
. O

De O
markt O
is O
ruimtelijk O
, O
er O
zijn O
deelmarkten O
( O
b.v O
. O
voor O
steen O
- O
kool O
) O
en O
er O
zijn O
niveauverschillen O
* O
1 O
) O
Ze O
zijn O
dan O
wat O
dit O
betreft O
een O
onderdeel O
van O
de O
producten O
- O
( O
resp O
. O
grond O
- O
en O
hulpstoffen O
- O
) O
markt O
en O
de O
vervoersmarkt O
. O

Primaire O
energie O
wordt O
geleverd O
door O
. O
1 O
bruinkool O
, O
steenkool O
, O
aardgas O
en O
aardolie O
, O
kernenergie O
; O
2 O
* O
water O
- O
en O
windkracht O
, O
zonnestraling O
, O
eb O
en O
vloed O
, O
aard O
- O
Secundaire O
energie O
is O
stroom O
, O
cokes O
, O
gassen O
( O
niet O
aardgas O
) O
stookolie O
en O
motorbrandstoffen O

. O

- O
32 O
- O
par O
. O
8 O
. O

De O
dienstenmarkt O
. O

Veel O
van O
de O
potentiële O
en O
feitelijke O
dienstenverleners O
en O
- O
vragers O
zijn O
of O
worden O
elders O
' O
behandeld O
, O
Hen O
aantal O
soorten O
is O
nog O
buiten O
beschouwing O
gebleven O
b.v O
. O
accountancy O
, O
verzeke O
- O
rings O
- O
en O
bankwezen O
. O

Hierover O
kan O
men O
opmerken O
dat O
de O
markt O
ruimtelijk O
is O
; O
er O
zijn O
schalen O
en O
niveau O
’ O
s O
te O
constateren O
. O

En O
men O
kan O
van O
deelmarkten O
spreken O
in O
het O
geval O
van O
b.v O
. O
het O
geven O
/ O
kri O
jgen O
van O
organisatie-adviezen O
of O
huren O
/ O
verhuren O
computers O
. O

par O
.9 O
, O
De O
industrie O
bouwmarkt O
. O

Het O
ontwerpen O
en O
neerzetten O
van O
gebouwen O
zal O
vaak O
in O
combi O
- O
natie O
gaan O
met O
het O
kiezen O
en O
het O
installeren O
van O
machines O
en O
apparaten O
. O

M O
. O
n O
. O
in O
de O
chemische O
en O
petro-chemische O
industrie O
is O
het O
installeren O
het O
voornaamste O
deel O
van O
het O
bouwen O
. O

Voor O
een O
ondernemer O
of O
bedrijf O
zouden O
de O
keuzeproblemen O
bij O
het O
zelf O
ontwerpen O
en O
uitvoeren O
in O
vele O
gevallen O
te O
groot O
worden O
. O

Vandaar O
dat O
ze O
dit O
meestal O
aan O
gespecialiseerde O
firma's O
overlaten O
: O
o O
. O
a O
. O
ingenieursbureau O
' O
s O
, O
architectenbureau O
’ O
s O
aannemings O
- O
en O
constructiebedrijven O
. O

Het O
bouwen O
en O
installeren O
moet O
zeer O
snel O
gaan O
in O
heb O
algemeen O
. O

Ronteltap O
schat O
de O
tijd O
die O
een O
ondernemer O
nodig O
heeft O
voor O
het O
nemen O
van O
de O
beslissing O
te O
gaan O
bouwen O
op O
vijf O
maal O
die O
van O
de O
bouwtijd O
. O

De O
bouwmarkt O
is O
ruimtelijk O
; O
de O
locatie O
van O
de O
bouwers O
is O
een O
tijdelijk O
zodat O
het O
een O
wat O
ongrijpbaar O
geheel O
wordt O
. O

Er O
zijn O
schalen O
en O
niveau O
’ O
s O
aan O
te O
brengen O
. O
1 O
) O
Ronteltap O
, O
o.c O
. O
, O
stelt O
dit O
wanneer O
hij O
over O
verplaatsingen O
spreekt O
. O

Bij O
uitbreidingen O
en O
nieuwe O
vestigingen O
zal O
de O
bedenktijd O
m.i O
. O
korter O
zijn O

. O

- O
33 O
- O
p O
~ O
r O
. O
10 O
, O
De O
grond O
- O
en O
terreinenmarkt O
. O

Grond O
heeft O
een O
aantal O
kvzaliteiten O
. O

Een O
ervan O
is O
dat O
er O
een O
ruimtelijke O
kant O
aan O
zit O
. O

Het O
heeft O
een O
vaste O
locatie O
. O

Het O
heeft O
weinig O
zin O
een O
deel O
van O
de O
ruimte O
puur O
ruimtelijk O
te O
bekijken O
b.v O
. O
t.o.v O
. O
andere O
ruimtes O
; O
het O
gaat O
juist O
om O
de O
" O
gevulde O
" O
ruimte O
. O

De O
ruimte O
is O
gevuld O
met O
fysisch O
en O
sociaal O
geografische O
verschijnselen O
. O

Bij O
deze O
laatste O
reken O
ik O
ook O
de O
artefacten O
. O

Een O
deel O
van O
de O
ruimte O
staat O
in O
verbinding O
met O
, O
of O
heeft O
relaties O
met O
andere O
delen O
van O
de O
ruimte O
. O

Kijkt O
men O
eerst O
naar O
de O
fysisch O
geografische O
kanten O
van O
de O
ruimte O
, O
dan O
onderscheidt O
men O
vaak O
site O
en O
situation O
. O

De O
site O
wordt O
gevormd O
door O
de O
fysische O
eigenschappen O
van O
een O
bepaald O
( O
klein O
) O
gedeelte O
van O
het O
aardoppervlak O
. O

De O
situation O
geeft O
de O
fysisch O
geografische O
eigenschappen O
van O
een O
( O
klein O
) O
deel O
t.o.v O
. O
een O
groter O
gebied O
. O

Het O
is O
de O
ligging O
in O
een O
groter O
geheel O
. O

Helaas O
gebruikt O
men O
de O
termen O
vaak O
ook O
met O
een O
fysisch O
én O
sociaal O
geografische O
inhoud O
, O
soms O
zelfs O
alleen O
sociaal O
geo O
- O
grafisch O
. O

Daardoor O
worden O
de O
termen O
site O
en O
situation O
eigen O
- O
lijk O
schaalbegrippen O
. O

Doordat O
men O
fysische O
kwaliteiten O
aanpast O
of O
verandert O
, O
b.v O
. O

het O
bevaarbaar O
maken O
van O
rivieren O
, O
het O
ophogen O
van O
terreinen O
heeft O
men O
niet O
meer O
met O
oorspronkelijke O
fysisch O
geografische O
kwaliteiten O
te O
maken O
. O

Hier O
valt O
de O
grens O
tussen O
sociale O
en O
fysische O
geografie O
moeilijk O
te O
trekken O
. O

De O
belangrijkste O
sociaal O
geografische O
kanten O
van O
een O
stuk O
grond O
vallen O
via O
het O
ruimtelijk O
aspect O
te O
constateren O
. O

De O
in O
• O
dit O
hoofdstuk O
beschreven O
markten O
hebben O
allemaal O
een O
ruimte O
- O
lijke O
kant O
. O

Een O
stuk O
grond O
geeft O
zodoende O
a.h.w O
. O
toegang O
tot O
die O
markten O
hoewel O
, O
het O
er O
zelf O
geen O
deel O
van O
hoeft O
uit O
te O
maken O
. O

Hierbij O
dient O
men O
in O
de O
gaten O
te O
houden O
dat O
de O
markten O
, O
- O
34 O
- O
en O
dan O
niet O
alleen O
op O
de O
industrie O
gericht O
, O
niet O
de O
gehele O
sociale O
geografie O
van O
een O
gebied O
of O
plaats O
vormen O
. O

Grond O
kan O
wel O
of O
niet O
gebruikt O
worden O
on O
als O
het O
gebruikt O
wordt O
dan O
kan O
dat O
zijn O
om O
er O
te O
wonen O
, O
om O
er O
te O
werken O
, O
om O
er O
zich O
te O
ontspannen O
of O
om O
er O
een O
weg O
te O
hebben O
. O

De O
mens O
moet O
dus O
ook O
hier O
kiezen O
. O

Dat O
kiezen O
is O
een O
ingewikkeld O
proces O
waarbij O
in O
Nederland O
de O
overheid O
een O
centrale O
rol O
speelt O
. O

De O
bevolking O
en O
vele O
soorten O
belangen-groepen O
kunnen O
via O
hun O
gekozen O
vertegen O
- O
woordigers O
en O
hoorzittingen O
de O
bestemming O
van O
de O
grond O
beïn O
- O
vloeden O
. O

M.b.t O
. O
de O
industrie O
kan O
gezegd O
worden O
dat O
de O
overheid O
de O
keuzemogelijkheden O
beperkt O
en O
tracht O
de O
keuzen O
te O
beïnvloe O
- O
den O
. O

Via O
de O
grond O
- O
en O
terreinenmarkt O
probeert O
de O
overheid O
zelfs O
een O
industrie-politiek O
te O
voeren O
door O
bedrijven O
met O
de O
gewenste O
kwalitatieve O
en O
kwantitatieve O
eigenschappen O
wel O
grond O
te O
ver O
- O
kopen O
( O
verpachten O
) O
en O
aan O
andere O
( O
verkeerde O
) O
niet O
Er O
bestaan O
potentiële O
en O
feitelijke O
grond O
- O
en O
terreinenge O
- O
bruikers O
. O

Er O
bestaan O
zelfs O
potentiële O
en O
feitelijke O
producen O
- O
ten O
* O
van O
ruimte O
als O
men O
ontginning O
en O
landaanwinning O
produc O
- O
tie O
noemt O
. O

Aanbieders O
van O
ruimte O
zijn O
behalve O
de O
producenten O
ook O
gebruikers O
die O
het O
gebruik O
beëindigen O
. O

Er O
zijn O
, O
wanneer O
men O
fysisch O
en O
sociaal O
geografische O
criteria O
aanlegö O
schalen O
te O
onderscheiden O
. O

Er O
is O
duidelijk O
sprake O
van O
deelmarkten O
b.v O
. O

de O
aan O
diepvaarwater O
gelegen O
terreinen O
. O

Bij O
het O
zoeken O
naar O
een O
geschikt O
terrein O
onderscheidt O
Holmes O
drie O
fasen O
: O
1 O
. O
keuze O
van O
het O
vestigingsgebied O
( O
general O
terrltory O
) O
2 O
. O
keuze O
van O
een O
bepaalde O
plaats O
( O
particular O
community O
) O
3 O
. O
keuze O
van O
het O
terrein O
( O
plant-site O
) O
1 O
) O
W.G.Holmes O
: O
Plant O
location O
. O

New O
York O
, O
1930 O
. O

Geciteerd O
in O
Bak O
, O
o.c O
. O
, O
pag O
.116 O

. O

- O
35 O
- O
Waarschijnlijk O
zullen O
niet O
altijd O
deze O
Panen O
onderscheiden O
leunnen O
worden O
en O
mogelijke O
zoekt O
een O
ondernemer O
eerst O
een O
ge O
- O
bied O
waar O
de O
markten O
voor O
hem O
gunstig O
zijn O
en O
gaat O
dan O
meteen O
op O
zoek O
naar O
een O
terrein O
zodat O
fase O
2 O
wordt O
overgeslagen O
. O

par O
. O
11 O
. O
De O
kapitaalmarkt O
. O

Elk O
bedrijf O
heeft O
kapitaal O
nodig O
. O

Uitgaande O
van O
de O
n.v O
. O
, O
kent O
men O
eigen O
vermogen O
( O
aandelen O
) O
en O
vreemd O
vermogen O
. O

Dit O
laatste O
bestaat O
uit O
obligaties O
en O
leningen O
op O
korte O
of O
middellange O
termijn O
. O

Leveranciers O
geven O
krediet O
maar O
op O
zijn O
beurt O
zal O
het O
bedrijf O
ook O
weer O
( O
afnemers O
) O
krediet O
moeten O
geven O
. O

Er O
bestaan O
een O
aantal O
bedrijfs-economische O
‘ O
regels O
over O
finan O
- O
ciering O
. O

Een O
erven O
, O
namelijk O
dat O
kapitaalgoederen O
niet O
met O
„ O
kort O
- O
lopende O
leningen O
mogen O
worden O
gefinancierd O
( O
maar O
bij O
voorkeur O
met O
eigen O
vermogen O
) O
kost O
menig O
snel O
groeiend O
bedrijf O
de O
kop O
wanneer O
er O
i.v.m O
. O
de O
conjunctuur O
krediet-beperkende O
maatregelen O
worden O
genomen O
. O

Er-zijn O
potentiële O
en O
feitelijke O
aanbieders O
en O
gebruikers O
van O
kapitaal O
. O

De O
vraagkant O
zoekt O
of O
heeft O
een O
locatie O
. O

Dat O
is O
bij O
de O
aanbodkant O
erg O
ingewikkeld O
. O

Banken O
zijn O
kapitaalverschaf O
- O
fers O
( O
leningen O
op O
korte O
en O
middellange O
termijn O
) O
en O
zijn O
ook O
behulpzaam O
bij O
de O
emissie O
van O
aandelen O
en O
obligaties O
. O

Vaalt O
denkt O
men O
dat O
de O
kapitaalverschaffers O
geen O
invloed O
heb O
- O
ben O
op O
de O
locatie O
van O
een O
bedrijf O
, O
Pred O
stelt O
dat O
men O
de O
in O
- O
vloed O
van O
kapitaal O
op O
de O
locatie O
verwaarloosd O
heeft.De O
actieradius O
van O
banken O
is O
zowel O
in O
ruimtelijk O
opzicht O
als O
naar O
soort O
activiteiten O
soms O
beperkt O
» O
Dat O
kan O
men O
zien O
aan O
de O
op O
- O
richting O
van O
banken O
voor O
speciale O
gebieden O
( O
b.v O
. O

" O
uid O
Italië O
) O
en O
b.v O
. O
de O
industrie-banken O
die O
pas O
geld O
lenen O
nadat O
de O
over O
- O
1 O
) O
zie O
Pred O
o.c O

. O

- O
36 O
- O
heid O
zich O
voor O
de O
terugbetaling O
garant O
heeft O
gesteld O
. O

Soms O
is O
er O
een O
lokale O
kapitaalmarkt O
omdat O
familiebedrijven O
hun O
winst O
ter O
plaatse O
v O
/ O
illen O
investeren O
( O
buiten O
het O
eigen O
be O
- O
drijf O
) O
. O

Er O
is O
dus O
een O
ruimtelijke O
kant O
aan O
de O
markt O
, O
er O
zijn O
schalen O
aan O
te O
brengen O
, O
er O
zijn O
niveau's O
en O
er O
zijn O
duidelijk O
deel O
- O
markten O
( O
b.v O
. O
risico-dragend O
kapitaal O
en O
risico-mijdend O
) O
nar O
. O
12 O
. O

Slotopmerkingen O
. O

De O
markten O
beïnvloeden O
elkaar O
vaak O
en O
dat O
maakt O
de O
zaak O
nog O
wat O
complexer O
.1 O
) O
Elk O
bedrijf O
stelt O
andere O
eisen O
aan O
de O
markten O
. O

Sommige O
mark O
- O
ten O
zijn O
belangrijken O
dan O
andere O
. O

Een O
aanwijzing O
daarvoor O
krijgt O
men O
bij O
vragen O
als O
" O
Waarom O
bent O
u O
nu O
juist O
hier O
gaan O
zitten O
? O
" O

( O
met O
de O
onderneming O
) O
. O
' O
Bij O
soortgelijke O
bedrijven O
zou O
men O
de O
positie O
op O
de O
markten O
van O
die O
bedrijven O
met O
elkaar O
kunnen O
vergelijken O
door O
een O
nauw O
- O
keurige O
analyse O
van O
de O
kostprijs-opbouw O
. O

Op O
pag O
.12 O
is O
al O
ge O
- O
steld O
dat O
dat O
in O
de O
praktijk O
- O
nu O
, O
in O
Nederland O
- O
niet O
moge O
- O
lijk O
is O
i.v.m O
. O
het O
ontbreken O
van O
een O
gedetailleerd O
inzicht O
in O
de O
werkelijke O
kostprijzen O
bij O
de O
bedrijven O
zelf O
. O

Wie O
zich O
afvraagt O
welke O
van O
de O
markten O
nu O
uitsluitend O
voor O
1 O
2 O
1 O
) O
" O
There O
is O
no O
doubt O
that O
in O
reality O
the O
Principal O
factor O
influencing O
location O
is O
alwsys O
inter-related O
with O
other O
factors O
, O
v O
. O
' O

hich O
jointly O
create O
o O
complex O
reflecting O
the O
technological O
, O
economie O
and O
social O
conditions O
of O
a O
pnr O
- O
ticular O
country O
. O
" O

In O
" O
Criteria O
for O
the O
location O
of O
industrial O
plants O
" O
. O
New O
York O
, O
1960 O
. O
pag O
.5 O
. O
2 O
) O
Zie O
voor O
een O
vergelijking O
van O
die O
factoren O
Rontelbap O
, O
o.c O
. O
, O
pag O
.31 O
en O
32 O
. O

En O
ook O
" O
Criteria O
for O
the O
location O
of O
indus O
- O
trial O
plants O
" O
waarin O
op O
pag O
.3 O
gesteld O
wordt O
dat O
de O
factor O
arbeid O
de O
laatste O
30 O
jaar O
steeds O
belangrijker O
is O
geworden O
, O
i.t.t O
. O
transport O
. O

In O
" O
Bestemming O
en O
ontsluiting O
van O
indus O
- O
trieterreinen O
" O
pag O
.37 O
constateert O
men O
een O
afname O
van O
de O
" O
natuurlijke O
" O
afhankelijkheid O
behalve O
bij O
do O
basisindustrie O
- O
37 O
- O
een O
sociaal O
geografische O
benadering O
in O
aanmerking O
komen O
, O
dient O
m O
. O
i O
. O
als O
antwoord O
te O
krijgen O
dat O
men O
de O
markten O
o O
. O
n O
- O
vanuit O
een O
sociaal O
geografisch O
standpunt O
kan O
bekijken O
. O

Het O
doel O
van O
een O
onderzoek O
bepaalt O
vanuit O
welk O
standpunt O
men O
een O
markt O
het O
best O
kan O
benaderen O
